words,tag
team,O
in,O
qbe,O
   ,O
educating,O
and,O
working,O
with,O
the,O
qbe,O
infrastructure,O
with,O
new,O
technology,O
  ,O
mulesoft,O
cloudhubonpremhybrid,O
  ,O
and,O
come,O
up,O
with,O
infrastructure,O
document,O
   ,O
educating,O
and,O
working,O
with,O
the,O
qbe,O
infrastructure,O
with,O
new,O
technology,O
  ,O
mulesoft,O
cloudhubonpremhybrid,O
  ,O
and,O
come,O
up,O
with,O
security,O
document,O
   ,O
work,O
with,O
the,O
qbe,O
middleware,O
support,O
team,O
to,O
setup,O
mulesoft,O
  ,O
anypoint,O
platform,O
  ,O
defining,O
usersroles,O
organization,O
firewall,O
connecting,O
to,O
onprem,O
servers,O
setup,O
analytics,O
   ,O
working,O
with,O
mulesoft,O
and,O
qbe,O
in,O
setting,O
up,O
vpcvpn,O
tunnel,O
in,O
connecting,O
cloudhub,O
to,O
onprem,O
mulesoft,O
implementation,O
   ,O
architecting,O
  ,O
designing,O
common,O
frameworks,O
used,O
in,O
development,O
  ,O
logging,O
auditlogging,O
error,O
handling,O
retry,O
mechanism,O
developing,O
reusable,O
components,O
connectors,O
and,O
uploading,O
in,O
anypoint,O
exchange,O
   ,O
integration,O
with,O
splunk,O
   ,O
designing,O
3,O
layer,O
architecture,O
  ,O
system,O
api,O
process,O
api,B-SKILLS
experience,I-SKILLS
api,B-SKILLS
while,O
migrating,O
the,O
complete,O
solution,O
   ,O
and,O
eventually,O
working,O
with,O
the,O
offshore,O
dev,O
team,O
in,O
delivering,O
the,O
interfaces,O
  ,O
planning,O
estimate,O
and,O
delivery,O
      ,O
of,O
all,O
the,O
greatest,O
challenge,O
that,O
we,O
faced,O
till,O
now,O
was,O
to,O
integrate,O
with,O
150,O
applications,O
which,O
were,O
consumers,O
of,O
the,O
interfaces,O
we,O
came,O
up,O
with,O
innovative,O
approach,O
of,O
using,O
netscaler,O
load,B-SKILLS
balancer,I-SKILLS
s,O
content,O
switch,O
to,O
route,O
traffic,O
from,O
going,O
to,O
webmethods,O
to,O
mulesoft,O
this,O
has,O
saved,O
considerable,O
time,O
and,O
money,O
of,O
the,O
customer,O
and,O
was,O
a,O
smooth,O
migration,O
from,O
webmethods,O
to,O
mulesoft,O
without,O
any,O
changes,O
to,O
the,O
consumers,O
      ,O
integration,B-COMPANY
solution,I-COMPANY
architect,I-COMPANY
mulesoft,I-COMPANY
   ,O
client,O
–,O
maryland,B-COMPANY
health,I-COMPANY
benefit,I-COMPANY
exchange,I-COMPANY
md,O
location,O
   ,O
bwi,B-LOCATION
md,I-LOCATION
  ,O
nov,B-DATE
15,I-DATE
–,O
sept,B-DATE
16,I-DATE
      ,O
project,O
    ,O
the,O
goal,O
of,O
the,O
maryland,O
health,O
benefit,O
exchange,O
mhbe,O
is,O
to,O
make,O
health,O
  ,O
coverage,O
affordable,O
and,O
more,O
accessible,O
for,O
marylanders,O
  ,O
mhbe,O
is,O
responsible,O
for,O
  ,O
maryland,O
health,O
connection,O
the,O
state,O
s,O
health,O
insurance,O
marketplace,O
under,O
the,O
patient,O
protection,O
and,O
affordable,O
care,O
act,O
of,O
2010,O
aca,O
the,O
mhbe,O
works,O
  ,O
with,O
the,O
department,O
of,O
health,O
and,O
mental,O
hygiene,O
maryland,O
insurance,O
administration,O
department,O
of,O
human,O
resources,O
and,O
stakeholders,O
statewide,O
      ,O
responsibilities,O
  ,O
as,O
a,O
subject,O
matter,O
expert,O
sme,O
for,O
health,O
exchanges,O
integration,O
solution,O
  ,O
i,O
was,O
responsible,O
for,O
migrating,B-SKILLS
integration,I-SKILLS
solution,O
of,O
the,O
client,O
from,O
ibm,O
stack,O
to,O
opensource,O
technology,O
  ,O
discuss,O
requirement,O
and,O
technical,O
challenges,O
with,O
the,O
stakeholders,O
   ,O
develop,O
technology,O
roadmap,O
for,O
migration,O
from,O
ibm,B-SKILLS
stack,I-SKILLS
to,O
opensource,O
  ,O
migration,O
effort,O
analysis,O
for,O
migrating,O
code,O
base,O
developed,O
in,O
ibm,B-SKILLS
soa,B-SKILLS
esb,B-SKILLS
environment,I-SKILLS
to,O
open,O
source,O
environment,O
like,O
mule,O
soft,O
or,O
red,O
hat,O
fuse,O
esb,O
  ,O
evaluated,O
and,O
selected,O
mule,O
soft,O
esb,O
to,O
replace,O
ibm,O
esb,O
environment,O
  ,O
successfully,O
migratedreimplemented,O
couple,O
of,O
mediation,O
flows,O
and,O
services,O
designed,O
in,O
ibm,O
wesb,O
to,O
mule,O
esb,O
integration,O
flow,O
using,O
anypoint,O
studio,O
  ,O
experience,O
with,O
  ,O
restful,B-SKILLS
api,I-SKILLS
design,O
  ,O
raml,B-SKILLS
and,O
  ,O
service,O
  ,O
interface,O
design,O
  ,O
wsdl,B-SKILLS
–,O
webservices,B-SKILLS
  ,O
using,O
  ,O
topdownbottomupmeet,O
in,O
middle,O
approach,O
   ,O
experience,O
with,O
complete,O
  ,O
api,B-SKILLS
lifecycle,I-SKILLS
management,O
  ,O
like,O
designing,O
building,O
managing,O
and,O
publishing,O
of,O
an,O
api,B-SKILLS
  ,O
demonstrated,O
mule,B-SKILLS
esb,I-SKILLS
s,O
capability,O
of,O
handling,O
large,O
data,O
set,O
  ,O
mule,O
batch,O
  ,O
used,O
various,O
enterprise,B-SKILLS
integration,I-SKILLS
pattern,I-SKILLS
available,O
in,O
mule,O
like,O
streaming,O
splitting,O
aggregation,O
multi,O
cast,O
dynamic,O
recipient,O
idempotent,O
message,O
filter,O
wire,O
tap,O
etc,O
  ,O
prepared,O
initial,O
design,O
for,O
exception,O
handling,O
and,O
compensation,O
strategy,O
  ,O
developed,O
proxy,O
with,O
oauth,O
verification,O
for,O
all,O
the,O
back,O
end,O
services,O
data,O
as,O
a,O
service,O
  ,O
designed,O
restful,B-SKILLS
apis,I-SKILLS
raml,B-SKILLS
and,O
implementation,O
flows,O
  ,O
developed,O
reusable,O
data,O
weave,O
files,O
for,O
multiple,O
flows,O
for,O
message,O
transformation,O
  ,O
developed,O
services,O
which,O
comprises,O
of,O
components,O
such,O
as,O
jdbc,B-SKILLS
jms,B-SKILLS
and,O
jaxb,B-SKILLS
         ,O
tools,O
and,O
technologies,O
     ,O
mulesoft,B-SKILLS
raml,B-SKILLS
rest,B-SKILLS
microservices,B-SKILLS
jaxb,B-SKILLS
jms,B-SKILLS
ibm,B-SKILLS
esb,B-SKILLS
75,O
        ,O
lead,B-COMPANY
integration,I-COMPANY
architect,I-COMPANY
mulesoft,B-COMPANY
esbsoa,I-COMPANY
solution,I-COMPANY
   ,O
client,O
–,O
access,B-COMPANY
health,I-COMPANY
ct,I-COMPANY
location,O
   ,O
jersey,B-LOCATION
city,I-LOCATION
nj,I-LOCATION
  ,O
dec,B-DATE
13,I-DATE
–,O
nov,B-DATE
15,I-DATE
      ,O
project,O
     ,O
access,O
health,O
ct,O
also,O
known,O
as,O
the,O
exchange,O
was,O
created,O
by,O
the,O
connecticut,O
legislature,O
in,O
2011,O
and,O
is,O
a,O
quasipublic,O
agency,O
established,O
to,O
satisfy,O
requirements,O
of,O
the,O
federal,O
affordable,O
care,O
act,O
its,O
mission,O
is,O
to,O
increase,O
the,O
number,O
of,O
insured,O
residents,O
in,O
connecticut,O
promote,O
health,O
lower,O
costs,O
and,O
eliminate,O
health,O
disparities,O
its,O
vision,O
is,O
to,O
provide,O
a,O
simple,O
online,O
shopping,O
and,O
enrollment,O
experience,O
for,O
state,O
residents,O
and,O
small,O
businesses,O
access,O
health,O
ct,O
will,O
ensure,O
that,O
participating,O
health,O
plans,O
meet,O
certain,O
standards,O
and,O
will,O
facilitate,O
competition,O
and,O
choice,O
by,O
rating,O
the,O
quality,O
of,O
each,O
plan,O
individuals,O
and,O
families,O
buying,O
coverage,O
through,O
the,O
exchange,O
may,O
qualify,O
for,O
tax,O
credits,O
on,O
premiums,O
more,O
information,O
is,O
available,O
at,O
wwwaccesshealthctcom,O
      ,O
responsibilities,O
  ,O
i,O
was,O
responsible,O
for,O
migrating,O
mhbe,O
integration,O
solution,O
from,O
ibm,O
stack,O
to,O
opensource,O
technology,O
  ,O
discuss,O
requirement,O
and,O
technical,O
challenges,O
with,O
the,O
stakeholders,O
   ,O
develop,O
technology,O
roadmap,O
for,O
migration,O
from,O
ibm,B-SKILLS
stack,I-SKILLS
to,O
opensource,O
  ,O
research,O
and,O
evaluate,O
opensource,O
technologies,O
in,O
the,O
market,O
  ,O
develop,O
pocs,O
with,O
several,O
opensoruce,O
technologies,O
including,O
jboss,O
fuse,O
mulesoft,O
ws02,O
etc,O
  ,O
led,O
the,O
complex,O
migration,O
effort,O
of,O
the,O
whole,O
mhbe,O
systems,O
–,O
migrating,O
from,O
ibm,O
esb,O
to,O
mulesoft,O
  ,O
worked,O
with,O
the,O
infrastructure,O
team,O
to,O
create,O
external,O
ip,O
and,O
dns,O
entry,O
and,O
create,O
external,O
facing,O
loadbalancers,O
in,O
f5,O
  ,O
implemented,O
ssl,B-SKILLS
and,O
mutual,B-SKILLS
authentication,I-SKILLS
process,O
between,O
different,O
systems,O
which,O
are,O
involved,O
in,O
the,O
integration,O
   ,O
used,O
ldap,B-SKILLS
authentication,I-SKILLS
to,O
authenticate,O
users,O
with,O
the,O
existing,O
infrastructure,O
    ,O
aws,B-SKILLS
and,O
ibm,B-SKILLS
esb,B-SKILLS
  ,O
setup,B-SKILLS
aws,I-SKILLS
environment,O
and,O
migrate,O
existing,O
onpremise,O
ibm,B-SKILLS
esb,I-SKILLS
architecture,O
to,O
a,O
new,O
aws,B-SKILLS
cloud,I-SKILLS
based,I-SKILLS
architecture,I-SKILLS
which,O
utilizes,O
lower,O
cost,O
have,O
high,O
scalability,O
keeping,O
the,O
existing,O
application,O
functionalities,O
intact,O
the,O
solution,O
contained,O
the,O
migration,O
of,O
all,O
the,O
access,O
health,O
middleware,O
environments,O
to,O
amazon,B-SKILLS
web,I-SKILLS
services,I-SKILLS
aws,B-SKILLS
created,O
security,O
groups,O
elastic,O
ip,B-SKILLS
key,I-SKILLS
pairs,I-SKILLS
load,B-SKILLS
balancers,I-SKILLS
vpc,B-SKILLS
etc,O
while,O
setting,O
up,O
the,O
aws,B-SKILLS
environment,I-SKILLS
    ,O
aws,B-SKILLS
and,O
ibm,B-SKILLS
datapower,B-SKILLS
  ,O
configured,O
datapower,O
virtual,O
appliance,O
in,O
aws,B-SKILLS
configured,I-SKILLS
web,B-SKILLS
service,I-SKILLS
proxies,I-SKILLS
and,O
developed,O
xpath,B-SKILLS
xslt,B-SKILLS
mapping,O
and,O
integration,O
flows,O
in,O
ibm,B-SKILLS
datapower,I-SKILLS
implemented,O
ssl,B-SKILLS
offloading,I-SKILLS
using,O
the,O
front,O
side,O
handler,O
https,O
        ,O
tools,O
and,O
technologies,O
     ,O
mulesoft,B-SKILLS
anypoint,I-SKILLS
platform,I-SKILLS
mulesoft,B-SKILLS
cloud,I-SKILLS
hub,B-SKILLS
ibm,B-SKILLS
esb,B-SKILLS
75,O
amazon,B-SKILLS
web,I-SKILLS
services,I-SKILLS
aws,B-SKILLS
ec2,B-SKILLS
aws,B-SKILLS
auto,O
scalling,O
group,O
aws,B-SKILLS
elastic,I-SKILLS
ip,I-SKILLS
aws,B-SKILLS
elastic,I-SKILLS
load,B-SKILLS
balancer,I-SKILLS
forum,O
sentry,O
      ,O
integration,B-COMPANY
architect,I-COMPANY
–,O
ibm,B-COMPANY
solution,I-COMPANY
stack,I-COMPANY
esbwps,I-COMPANY
  ,O
client,O
–,O
state,B-COMPANY
of,I-COMPANY
nj,I-COMPANY
location,O
  ,O
princeton,B-LOCATION
nj,I-LOCATION
  ,O
june,B-DATE
13,I-DATE
–,O
nov,B-DATE
13,I-DATE
  ,O
project,O
details,O
   ,O
state,O
of,O
nj,O
cass,O
consolidated,O
assistance,O
support,O
system,O
project,O
is,O
a,O
very,O
large,O
scale,O
service,O
oriented,O
architecture,O
soa,B-SKILLS
based,O
enterprise,O
application,O
to,O
support,O
the,O
communication,O
of,O
system,O
of,O
information,O
between,O
nj,O
cass,O
and,O
its,O
associated,O
several,O
heterogeneous,O
independent,O
legacy,O
systems,O
like,O
medicaid,O
management,O
information,O
system,O
mmis,O
financial,O
assistance,O
management,O
information,O
system,O
famis,O
and,O
automated,O
child,O
support,O
enforcement,O
system,O
acses,O
   ,O
njcass,O
  ,O
provides,O
an,O
integrated,O
system,O
of,O
eligibility,O
benefit,O
and,O
service,O
delivery,O
it,O
involves,O
integration,O
with,O
internal,O
dfd,O
dhmas,O
and,O
more,O
as,O
well,O
as,O
external,O
systems,O
such,O
as,O
njsprit,B-SKILLS
njkids,B-SKILLS
and,O
others,O
   ,O
responsibilities,O
    ,O
rearchitecting,B-SKILLS
nj,I-SKILLS
cass,I-SKILLS
interface,I-SKILLS
project,O
to,O
improve,O
performance,O
issues,O
and,O
remove,B-SKILLS
bottlenecks,I-SKILLS
in,O
the,O
system,O
  ,O
responsible,O
for,O
redesigning,O
the,O
system,O
where,O
we,O
had,O
to,O
remove,B-SKILLS
the,I-SKILLS
tight,I-SKILLS
coupling,I-SKILLS
of,O
the,O
existing,O
wps,O
system,O
with,O
ibm,B-SKILLS
curam,I-SKILLS
  ,O
created,O
high,O
level,O
architecture,O
to,O
implement,O
enterprise,O
service,O
bus,O
solution,O
to,O
integrate,O
various,O
information,O
systems,O
at,O
enterprise,O
level,O
  ,O
developed,O
message,O
flow,O
interfaces,O
to,O
transform,O
messages,O
using,O
builtin,O
nodes,O
compute,O
node,O
filter,O
node,O
mapping,O
node,O
  ,O
developed,O
message,O
flow,O
interfaces,O
using,O
http,O
and,O
soap,B-SKILLS
gateway,I-SKILLS
nodes,O
to,O
invoke,O
web,B-SKILLS
services,I-SKILLS
from,O
external,O
systems,O
  ,O
developed,O
message,O
flow,O
using,O
pub,B-SKILLS
sub,I-SKILLS
integration,I-SKILLS
pattern,I-SKILLS
  ,O
developed,O
the,O
interfaces,O
to,O
support,O
both,O
synchronous,B-SKILLS
and,O
asynchronous,B-SKILLS
message,I-SKILLS
flows,I-SKILLS
  ,O
delivered,O
service,O
design,O
document,O
sdd,O
and,O
mapping,O
sheets,O
to,O
be,O
used,O
in,O
various,O
xslt,B-SKILLS
mapping,I-SKILLS
and,O
bo,O
mapping,O
  ,O
unit,O
and,O
integration,B-SKILLS
testing,I-SKILLS
in,O
lower,O
and,O
higher,O
environments,O
working,O
closely,O
with,O
the,O
qa,B-SKILLS
team,O
the,O
business,O
unit,O
and,O
with,O
third,O
party,O
vendors,O
if,O
required,O
    ,O
research,O
opensource,O
solution,O
to,O
replace,O
ibm,B-SKILLS
stack,I-SKILLS
of,O
products,O
evaluate,O
mulesoft,O
jbossfuse,O
wso2,O
for,O
replacing,O
ibm,B-SKILLS
esb,B-SKILLS
and,O
evaluate,O
jbpm,B-SKILLS
to,O
replace,O
ibm,B-SKILLS
bpm,B-SKILLS
  ,O
developed,O
poc,O
in,O
mulesoft,O
flows,O
and,O
jboss,O
fuse,O
routes,O
  ,O
did,O
comparative,O
study,O
of,O
performance,O
of,O
consuming,O
messages,O
using,O
mulesoft,O
and,O
jbossfuse,O
    ,O
tools,O
  ,O
technologies,O
    ,O
java,B-SKILLS
j2ee,B-SKILLS
ibm,B-SKILLS
integration,I-SKILLS
bus,I-SKILLS
iib,O
9002,O
websphere,B-SKILLS
application,I-SKILLS
server,I-SKILLS
70850,O
websphere,B-SKILLS
mq,I-SKILLS
70,O
ibm,B-SKILLS
integration,I-SKILLS
toolkit,I-SKILLS
websphere,B-SKILLS
mq,I-SKILLS
explorer,I-SKILLS
and,O
team,B-SKILLS
foundation,I-SKILLS
server,I-SKILLS
tfs,B-SKILLS
wsrr,B-SKILLS
websphere,B-SKILLS
registry,I-SKILLS
and,O
repository,O
ilog,O
web,B-SKILLS
services,I-SKILLS
svn,B-SKILLS
xml,B-SKILLS
soap,B-SKILLS
toad,I-SKILLS
log4j,B-SKILLS
unix,B-SKILLS
windows,B-SKILLS
xp,I-SKILLS
mulesoft,B-SKILLS
jboss,B-SKILLS
fuse,I-SKILLS
     ,O
ibm,B-COMPANY
bpm,I-COMPANY
leadarchitect,I-COMPANY
    ,O
client,O
  ,O
american,B-COMPANY
airlines,I-COMPANY
cargo,I-COMPANY
  ,O
lt,B-LOCATION
location,O
  ,O
dallas,B-LOCATION
tx,I-LOCATION
  ,O
april,B-DATE
9,I-DATE
–,O
may,B-DATE
13,I-DATE
4,O
years,O
    ,O
project,O
    ,O
the,O
main,O
objectives,O
of,O
this,O
project,O
are,O
to,O
implement,O
shipment,O
and,O
container,O
location,O
tracking,O
at,O
various,O
warehouse,O
locations,O
with,O
the,O
location,O
tracking,O
project,O
cargo,O
division,O
of,O
the,O
company,O
will,O
address,O
their,O
1,O
business,O
priority,O
for,O
shipment,O
piece,O
tracking,O
they,O
followed,O
agile,B-SKILLS
methodologies,I-SKILLS
to,O
deliver,O
products,O
much,O
faster,O
     ,O
responsibilities,O
    ,O
involved,O
in,O
design,O
and,O
requirement,O
gathering,O
discussions,O
leading,O
offshore,O
and,O
onsite,O
teams,O
    ,O
design,O
process,O
models,O
using,O
ibm,B-SKILLS
bpm,B-SKILLS
v,O
8,O
  ,O
lombardi,B-SKILLS
to,O
capture,O
processes,O
–,O
using,O
discovery,B-SKILLS
maps,I-SKILLS
–,O
which,O
contain,O
milestone,O
and,O
activities,O
and,O
complete,O
process,O
diagram,O
–,O
with,O
swimlanes,O
  ,O
defining,O
teams,O
and,O
assigning,O
activities,O
to,O
teams,O
and,O
lanes,O
  ,O
created,O
bpd,B-SKILLS
s,O
using,O
the,O
bpmn,B-SKILLS
    ,O
designed,O
and,O
developed,O
advanced,O
integration,B-SKILLS
services,I-SKILLS
and,O
bpel,B-SKILLS
flows,O
using,O
business,O
process,O
editor,O
in,O
wid,B-SKILLS
  ,O
design,O
and,O
develop,O
bos,B-SKILLS
services,B-SKILLS
interfaces,I-SKILLS
bo,O
maps,B-SKILLS
interface,I-SKILLS
maps,O
  ,O
implemented,O
common,O
error,O
handling,O
in,O
the,O
bpel,B-SKILLS
flows,I-SKILLS
  ,O
implemented,O
different,O
types,O
of,O
communication,O
modes,O
using,O
wps,B-SKILLS
bindings,I-SKILLS
  ,O
expose,O
business,O
processes,O
as,O
web,B-SKILLS
services,I-SKILLS
    ,O
data,O
power,O
pipelinesxslts,O
to,O
offload,O
xml,B-SKILLS
transformations,O
and,O
security,O
functions,O
  ,O
defined,O
and,O
consumed,O
ilog,O
business,O
rule,O
as,O
webservice,B-SKILLS
from,O
the,O
bpel,B-SKILLS
  ,O
creatingmanaging,O
artifacts,O
of,O
ibm,O
data,O
power,O
soa,B-SKILLS
appliance,O
which,O
includes,O
multiprotocol,O
gateways,O
web,B-SKILLS
service,I-SKILLS
proxy,I-SKILLS
etc,O
  ,O
design,O
xml,B-SKILLS
schemas,I-SKILLS
wsdl,B-SKILLS
and,O
canonical,B-SKILLS
models,I-SKILLS
for,O
integration,O
development,O
of,O
xsl,B-SKILLS
and,O
non,O
xml,B-SKILLS
transformations,I-SKILLS
routing,B-SKILLS
service,I-SKILLS
enablement,O
and,O
governance,O
using,O
data,O
power,O
and,O
wsrr,B-SKILLS
  ,O
using,O
websphere,B-SKILLS
integration,I-SKILLS
developer,I-SKILLS
and,O
process,O
server,O
for,O
creating,O
services,O
consumed,O
by,O
portal,O
scanner,O
and,O
also,O
components,O
deployed,O
in,O
websphere,O
process,O
server,O
    ,O
tools,O
  ,O
technologies,O
    ,O
ibm,O
blueworks,O
live,O
ibm,B-SKILLS
bpm,B-SKILLS
8,O
ibm,B-SKILLS
websphere,B-SKILLS
process,O
server,B-SKILLS
websphere,B-SKILLS
datapower,B-SKILLS
soa,B-SKILLS
appliance,O
websphere,B-SKILLS
mq,I-SKILLS
java,B-SKILLS
j2ee,B-SKILLS
oracle,B-SKILLS
9,O
linux,B-SKILLS
sabre,B-SKILLS
rally,B-SKILLS
     ,O
senior,B-SKILLS
integration,I-SKILLS
developer,I-SKILLS
    ,O
client,O
  ,O
ibm,B-COMPANY
sw,I-COMPANY
group,I-COMPANY
  ,O
e2e,B-COMPANY
translation,I-COMPANY
location,O
    ,O
india,B-LOCATION
  ,O
ca,B-LOCATION
usa,I-LOCATION
  ,O
jun,B-DATE
6,I-DATE
–,O
apr,B-DATE
9,I-DATE
3,O
years,O
  ,O
project,O
    ,O
as,O
part,O
of,O
the,O
ibm,B-SKILLS
on,O
demand,O
e2e,B-SKILLS
translation,O
project,O
–,O
pilot,O
implementation,O
of,O
the,O
proposed,O
transformation,O
from,O
the,O
existing,O
part,O
manualautomated,O
translation,O
process,O
to,O
a,O
fully,O
automated,O
end,O
to,O
end,O
translation,O
process,O
using,O
existing,O
memoryterminology,O
technologies,O
    ,O
responsibilities,O
    ,O
architect,O
and,O
implement,O
end,O
to,O
end,O
solution,O
using,O
the,O
ibm,B-SKILLS
stack,I-SKILLS
of,O
integration,O
products,O
including,O
ibm,B-SKILLS
wps,B-SKILLS
ibm,B-SKILLS
business,O
modeler,O
    ,O
tools,O
and,O
technologies,O
  ,O
ibm,B-SKILLS
integration,I-SKILLS
suite,O
which,O
included,O
business,O
modeler,O
integration,B-SKILLS
developer,I-SKILLS
process,B-SKILLS
server,I-SKILLS
business,B-SKILLS
monitor,I-SKILLS
java,B-SKILLS
server,B-SKILLS
pages,O
dojo,O
     ,O
sr,B-SKILLS
systems,I-SKILLS
engineer,I-SKILLS
    ,O
client,O
  ,O
unilever,O
  ,O
cash,B-COMPANY
management,I-COMPANY
location,O
    ,O
bangalore,B-LOCATION
india,I-LOCATION
  ,O
sept,B-DATE
4,I-DATE
  ,O
may,B-DATE
6,I-DATE
15,O
years,O
  ,O
project,O
    ,O
a,O
fullfledged,O
approval,O
system,O
wherein,O
we,O
have,O
different,O
levels,O
and,O
hierarchies,O
of,O
the,O
approvers,O
and,O
also,O
different,O
roles,O
for,O
the,O
users,O
who,O
login,O
to,O
the,O
system,O
requests,O
were,O
route,O
through,O
wbimb,O
passed,O
through,O
ics,O
and,O
came,O
to,O
mq,O
workflow,O
for,O
decision,O
the,O
frontend,O
was,O
designed,O
for,O
either,O
approving,O
rejecting,O
or,O
terminating,O
the,O
requesting,O
    ,O
responsibilities,O
  ,O
j2ee,B-SKILLS
and,O
struts,B-SKILLS
developer,I-SKILLS
    ,O
tools,O
and,O
technologies,O
    ,O
ibm,B-SKILLS
ics,B-SKILLS
java,B-SKILLS
j2ee,B-SKILLS
struts,B-SKILLS
javascript,B-SKILLS
     ,O
education,O
  ,O
personal,O
interest,O
  ,O
master,B-EDUCATION
of,I-EDUCATION
computer,I-EDUCATION
application,I-EDUCATION
from,O
west,B-UNI
bengal,I-UNI
university,I-UNI
of,I-UNI
technology,I-UNI
2004,B-DATE
  ,O
enjoy,O
music,O
  ,O
travelling,O
rex,B-PERSON
camacho,I-PERSON
pmp,I-PERSON
    ,O
305,O
pierre,B-LOCATION
road,I-LOCATION
walnut,I-LOCATION
ca,I-LOCATION
91789,I-LOCATION
  ,O
mobile,O
909,B-NUMBER
2749451,I-NUMBER
emailrexcamachoyahoocom,B-EMAIL
   ,O
summary,O
   ,O
over,O
fifteen,O
years,O
  ,O
experience,O
in,O
project,O
and,O
program,B-SKILLS
management,I-SKILLS
team,O
building,O
management,O
consulting,O
systems,O
development,O
enterprisewide,B-SKILLS
erpapp,I-SKILLS
integration,I-SKILLS
tech,B-SKILLS
transformation,I-SKILLS
data,O
centercloud,O
infra,O
build,O
capacitycost,O
planning,O
business,B-SKILLS
reengineeringfinancial,I-SKILLS
analysis,I-SKILLS
roinpv,O
and,O
application,O
production,O
support,O
successfully,O
led,O
and,O
delivered,O
innovative,O
it,O
solutions,O
working,O
directly,O
remotely,O
with,O
key,O
businesses,O
partners,O
and,O
national,O
and,O
international,O
teams,O
usa,B-LOCATION
india,B-LOCATION
mexico,B-LOCATION
europe,B-LOCATION
indonesia,B-LOCATION
brazil,B-LOCATION
russia,B-LOCATION
   ,O
focuses,O
on,O
financial,O
services,O
credit,O
suissefirst,O
bostoncitibanknationwide,O
insuranceaxast,O
paul,O
coinvestmentsusaa,O
health,O
care,O
usc,O
keck,O
kaiser,O
uhg,O
healthnet,O
and,O
manufacturing,O
amgen,O
intel,O
for,O
enterprisewide,O
systems,O
for,O
compliance,O
revenue,O
cyclecernerepicclarity,O
metrics,O
apps,O
requirements,B-SKILLS
analysis,I-SKILLS
data,B-SKILLS
architecture,I-SKILLS
billingclaims,O
etldata,O
warehousingdata,B-SKILLS
martsbusiness,B-SKILLS
intelligenceanalytics,B-SKILLS
financial,B-SKILLS
risk,I-SKILLS
management,I-SKILLS
sales,O
force,O
management,O
systems,O
   ,O
extensive,O
experience,O
in,O
setting,O
up,O
the,O
pmo,O
coordinating,O
multidisciplinary,O
teams,O
wrote,O
and,O
implemented,O
pm,O
methodologydeliverables,O
developed,O
projectprogram,O
documents,O
riskissue,O
processes,O
compliance,O
processes,O
budgetfunding,O
packages,O
forecasting,O
project,O
communications,O
and,O
stakeholdervendor,O
management,O
    ,O
developed,O
portfolioprogramproject,O
management,O
deliverables,O
milestones,O
and,O
integrated,O
project,O
plans,O
  ,O
managed,O
the,O
development,O
of,O
a,O
training,O
plan,O
for,O
employeesphysicians,O
tracks,O
program,O
financial,O
goals,O
business,O
objectives,O
milestones,O
rfp,O
and,O
other,O
project,O
artifacts,O
managed,O
the,O
full,O
programproject,O
life,O
cycle,O
cmm,O
level,O
2,O
pm,O
methodologies,O
      ,O
education,O
   ,O
project,B-SKILLS
management,I-SKILLS
professional,I-SKILLS
pmp,O
certification,O
member,O
professional,O
management,O
institute,O
pmi,O
2002,O
   ,O
master,B-EDUCATION
s,I-EDUCATION
certificate,I-EDUCATION
in,O
project,B-SKILLS
management,I-SKILLS
school,I-SKILLS
of,O
business,O
g,O
washington,B-UNI
university,I-UNI
2007,I-UNI
wash,B-LOCATION
dc,I-LOCATION
   ,O
certified,O
six,B-COMPANY
sigma,I-COMPANY
green,I-COMPANY
belt,I-COMPANY
cssgb,I-COMPANY
2012,O
   ,O
kaiser,B-COMPANY
permanente,I-COMPANY
cs,I-COMPANY
bio,I-COMPANY
outstanding,O
performance,O
for,O
delivering,O
revenue,O
cycle,O
metrics,O
program,O
   ,O
kaiser,B-COMPANY
permanente,I-COMPANY
certified,I-COMPANY
program,B-SKILLS
manager,I-SKILLS
  ,O
project,B-SKILLS
manager,I-SKILLS
level,O
ii,O
kppoit,O
20102006,O
   ,O
bachelor,B-EDUCATION
of,I-EDUCATION
science,I-EDUCATION
in,I-EDUCATION
electrical,B-UNI
engineering,I-UNI
university,I-UNI
of,I-UNI
santo,B-LOCATION
tomas,I-LOCATION
manila,I-LOCATION
phils,I-LOCATION
   ,O
licensed,B-EDUCATION
electrical,I-EDUCATION
engineer,I-EDUCATION
phils,I-EDUCATION
engineering,I-EDUCATION
math,I-EDUCATION
100,O
   ,O
majored,B-EDUCATION
in,I-EDUCATION
bs,I-EDUCATION
computer,I-EDUCATION
engineering,I-EDUCATION
rizal,B-COLLEGE
technological,I-COLLEGE
colleges,I-COLLEGE
manila,B-LOCATION
phils,I-LOCATION
   ,O
negotiation,O
skills,O
for,O
project,B-SKILLS
managers,I-SKILLS
kaiser,B-UNI
permanentegeorge,I-UNI
washington,I-UNI
university,I-UNI
pasadena,B-LOCATION
ca,I-LOCATION
2006,O
   ,O
masters,B-EDUCATION
of,I-EDUCATION
business,I-EDUCATION
administration,I-EDUCATION
graziadio,B-UNI
school,I-UNI
of,I-UNI
business,I-UNI
and,I-UNI
management,I-UNI
pepperdine,I-UNI
univ,I-UNI
malibu,B-LOCATION
ca,I-LOCATION
   ,O
professional,O
experience,O
   ,O
cognizant,B-COMPANY
technology,I-COMPANY
